user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text,sentiment,topic,misinformation_label
Larry Tysome,,,2011-02-14 12:06:40,13,156,23,False,2020-08-22,"Apparently the virus is also racist. These analyses are lazy. It attacks human physiology not someone’s religion, o… https://t.co/8GZlOrbPkd",,Twitter for iPhone,False,unverified claim,apparently virus also racist analyses lazy attacks human physiology someone religion,NEGATIVE,12,unverified claim
WTKR News 3,"Hampton Roads, Virginia","Visit us online: https://t.co/O7Be1q7QDa.
Like us on Facebook: https://t.co/eQkKUQdE0K.
Follow us on Instagram: https://t.co/uonHdcjouf.",2009-03-09 22:49:23,103676,1529,12297,True,2020-07-27,Group helps connect #COVID19 survivors with researchers so they can donate plasma https://t.co/oIlPMKBA2a https://t.co/TESBXjrlpJ,['COVID19'],Hootsuite Inc.,False,true information,group helps connect survivors researchers donate plasma,POSITIVE,0,true information
José Vicente Troya Rodríguez,Costa Rica,Representante Residente del Programa de las Naciones Unidas para el Desarrollo en Costa Rica @PNUD_CR #NextGenUNDP #Agenda2030 #DesarrolloSostenible #DDHH,2019-12-17 04:49:27,97,130,49,False,2020-08-18,Female leadership critical to address the pandemic. Evidence shows female led countries reacted more quickly and de… https://t.co/8qjhwchcRY,,Twitter Web App,False,true information,female leadership critical address pandemic evidence shows led countries reacted quickly de,NEGATIVE,2,true information
@Mexicovid,Wherever the virus is. ,Resource to present & discuss the real dimension of #Covid19 in Mexico. Una plataforma para presentar y discutir la verdadera dimensión del #Covid19 en México.,2020-08-02 14:54:49,11,312,11,False,2020-08-09,"Today’s official tally of #COVID19 in #México :  52,006 deceased, 475,902 confirmws cases and 89,025 suspect cases.… https://t.co/n6tZ2vUn3Y","['COVID19', 'México']",Twitter for iPhone,False,true information,today official tally 52 006 deceased 475 902 confirmws cases 89 025 suspect,NEGATIVE,7,true information
The Original Q,"58°16'48.4""N 12°18'17.6""E","You can't deny you're still a dangerous, savage child-race.

U Mad? Complaint Department: 706-47-TROLL",2008-08-05 05:03:06,2938,1,80,False,2020-07-28,"#5G signals can cause human cells to CREATE #COVID19?

""This article isn't so much a scientific paper as a represen… https://t.co/NY6ZoucMZg","['5G', 'COVID19']",Twitter Web App,False,true information,signals cause human cells create article much scientific paper represen,POSITIVE,21,true information
Adam Gray,"London, England",Co-Founder and social media strategy expert at Digital Leadership Associates - main account is @AGSocialMedia,2017-10-13 16:28:20,578,691,25,False,2020-08-12,Working from home...how's that working out for you and what does the future look like? https://t.co/7AKCzBIRTZ by… https://t.co/rqPCTjTw1U,,Buffer,False,true information,working home future look like,POSITIVE,3,true information
TOI Ranchi,,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,2017-06-20 11:38:12,1024,22,0,True,2020-07-27,"457 new #COVID19 cases in #Jharkhand ,tally rises to 8,349, reports PTI quoting government bulletin","['COVID19', 'Jharkhand']",TweetDeck,False,true information,457 new cases tally rises 8 349 reports pti quoting government bulletin,NEGATIVE,8,true information
Marty Morua,NYC - Manhattan,"#NYC #RealEstate agent at #Weichert Properties, helping folks with #apartment & #house sales..

An insanely loyal #NewYorker, a cool hubby & dad too",2012-02-02 16:53:41,1566,204,8905,False,2020-08-09,"@InwoodKth Dear @NYGovCuomo, @NYCMayor, @ydanis, @CnDelarosa, @EspaillatNY &amp; @SenatorRJackson

Strong likelihood yo… https://t.co/Lcsh4xaqMD",,Twitter Web App,False,true information,dear amp strong likelihood yo,POSITIVE,6,true information
"Field Outreach Bureau,Anantnag(J&K)","Srinagar,J&K","Official #TwitterHandle of Field Outreach Bureau, Min.of Information & Broadcasting, Govt. of India, Anantnag(J&K)
Reaching out to masses at grassroots level",2020-04-11 17:03:28,147,186,1636,False,2020-08-04,"#CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 4 August,2020,08:00AM)

▶️Confirmed cases:1,855,745
▶️Active c… https://t.co/JAvGIpyzXM","['CoronaVirusUpdates', 'COVID19']",Twitter Web App,False,true information,india tracker 4 august 2020 08 00am confirmed cases 1 855 745 active c,NEGATIVE,8,true information
David Neal,"Now, here. Later, not here.",Journalist since 1986. Walking non-sequitur. I have many lanes. Retweets aren't endorsements. You read me more than you likely realize. #ReadLocal #LocalNews,2009-05-29 20:51:15,3877,1199,4732,False,2020-08-02,"More hand sanitizers recalled as possibly ‘toxic.’ The FDA’s Do-Not-Use List now over 100.
Tough day for ⁦@kroger⁩.… https://t.co/U0rf1KfmnW",,Twitter for iPhone,False,unverified claim,hand sanitizers recalled possibly toxic fda use list 100 tough day,NEGATIVE,18,unverified claim
